   41.3887  140.1858
   41.4153  140.1607
   41.4186  140.1486
   41.4165  140.1367
   41.4235  140.1280
   41.4135  140.0889
   41.4237  140.0644
   41.4394  140.0397
   41.4482  140.0273
   41.4663  140.0265
   41.4769  140.0164
   41.4931  140.0133
   41.5200  140.0000
   41.5342  139.9897
   41.5531  139.9865
   41.5740  139.9855
   41.5921  139.9846
   41.6102  139.9838
   41.6223  139.9952
   41.6469  140.0001
   41.6742  140.0048
   41.6927  140.0160
   41.7187  140.0389
   41.7390  140.0548
   41.7666  140.0680
   41.7848  140.0720
   41.8029  140.0711
   41.8034  140.0928
   41.7984  140.1075
   41.8224  140.1269
   41.8406  140.1261
   41.8604  140.1228
   41.8880  140.1373
   41.9089  140.1387
   41.9225  140.1381
   41.9405  140.1349
   41.9638  140.1242
   41.9659  140.1362
   41.9765  140.1236
   42.0037  140.1224
   42.0032  140.1030
   42.0275  140.0971
   42.0321  140.0993
   42.0317  140.0848
   42.0453  140.0842
   42.0504  140.0718
   42.0746  140.0586
   42.1030  140.0331
   42.1175  139.9997
   42.1254  139.9896
   42.1233  139.9800
   42.1285  139.9713
   42.1261  139.9472
   42.1409  139.9258
   42.1586  139.9092
   42.1790  139.8937
   42.1906  139.8834
   42.1996  139.8829
   42.2147  139.8701
   42.2142  139.8519
   42.2207  139.8273
   42.2205  139.8176
   42.2290  139.7965
   42.2380  139.7961
   42.2548  139.7794
   42.2667  139.7825
   42.2714  139.7907
   42.2938  139.7811
   42.3071  139.7683
   42.3299  139.7744
   42.3547  139.7841
   42.3549  139.7938
   42.3670  139.8042
   42.3673  139.8139
   42.3884  139.8250
   42.3951  139.8368
   42.4181  139.8478
   42.4408  139.8492
   42.4590  139.8519
   42.4769  139.8449
   42.5041  139.8436
   42.5222  139.8427
   42.5365  139.8346
   42.5584  139.8408
   42.5853  139.8273
   42.6124  139.8259
   42.6254  139.8375
   42.6424  139.8611
   42.6542  139.8605
   42.6684  139.8842
   42.6781  139.9082
   42.6860  139.9323
   42.6835  139.9422
   42.6902  139.9541
   42.6874  139.9872
   42.6894  139.9932
   42.6834  140.0057
   42.6855  140.0179
   42.6903  140.0262
   42.6842  140.0363
   42.6948  140.0614
   42.7187  140.0750
   42.7372  140.0888
   42.7378  140.1157
   42.7443  140.1191
   42.7475  140.1373
   42.7569  140.1528
   42.7722  140.1484
   42.7843  140.1601
   42.8175  140.1831
   42.8214  140.1952
   42.8198  140.2051
   42.8125  140.2054
   42.8057  140.2204
   42.7863  140.2433
   42.7682  140.2466
   42.7631  140.2590
   42.7664  140.2834
   42.7752  140.3111
   42.7968  140.3065
   42.8195  140.3056
   42.8427  140.3291
   42.8614  140.3565
   42.8779  140.3644
   42.8827  140.3740
   42.8982  140.3782
   42.9221  140.3969
   42.9352  140.4111
   42.9541  140.4471
   42.9703  140.4833
   42.9826  140.5074
   42.9829  140.5221
   42.9921  140.5291
   43.0239  140.5340
   43.0282  140.5215
   43.0424  140.5074
   43.0505  140.5047
   43.0638  140.4918
   43.0745  140.4828
   43.0813  140.4628
   43.0994  140.4621
   43.1259  140.4315
   43.1403  140.4272
   43.1500  140.4145
   43.1613  140.3894
   43.1735  140.3704
   43.1787  140.3591
   43.1966  140.3509
   43.2214  140.3252
   43.2380  140.3368
   43.2579  140.3360
   43.2690  140.3479
   43.2834  140.3435
   43.2835  140.3472
   43.2965  140.3590
   43.3236  140.3579
   43.3325  140.3513
   43.3329  140.3698
   43.3276  140.3725
   43.3287  140.3824
   43.3308  140.3946
   43.3256  140.4072
   43.3321  140.4119
   43.3253  140.4319
   43.3349  140.4562
   43.3532  140.4678
   43.3641  140.4674
   43.3715  140.4733
   43.3719  140.4918
   43.3688  140.5166
   43.3543  140.5172
   43.3547  140.5345
   43.3474  140.5348
   43.3334  140.5551
   43.3149  140.5805
   43.3016  140.5983
   43.2926  140.5987
   43.2949  140.6220
   43.2810  140.6509
   43.2717  140.6414
   43.2600  140.6468
   43.2578  140.6691
   43.2553  140.6815
   43.2493  140.6990
   43.2498  140.7274
   43.2408  140.7277
   43.2411  140.7437
   43.2339  140.7440
   43.2288  140.7602
   43.2208  140.7691
   43.2236  140.7776
   43.2165  140.7828
   43.2020  140.7821
   43.1925  140.8071
   43.1947  140.8316
   43.2026  140.8646
   43.2088  140.8558
   43.2163  140.8679
   43.2074  140.8805
   43.2077  140.8928
   43.2151  140.9024
   43.2126  140.9173
   43.2264  140.9267
   43.2268  140.9489
   43.2364  140.9782
   43.2411  140.9903
   43.2414  141.0064
   43.2370  141.0151
   43.2191  141.0280
   43.2025  141.0101
   43.1917  141.0190
   43.1828  141.0292
   43.1815  141.0600
   43.1694  141.0912
   43.1573  141.1285
   43.1461  141.1658
   43.1463  141.1781
   43.1548  141.2025
   43.1634  141.2268
   43.1802  141.2633
   43.1989  141.2998
   43.2257  141.3360
   43.2606  141.3721
   43.2515  141.3699
   43.2332  141.3580
   43.2246  141.3853
   43.2360  141.3604
   43.2516  141.3723
   43.2789  141.3839
   43.3064  141.4104
   43.3266  141.4321
   43.3428  141.4243
   43.3520  141.4315
   43.3792  141.4308
   43.4018  141.4327
   43.4379  141.4169
   43.4603  141.4040
   43.4898  141.3785
   43.5141  141.3617
   43.5413  141.3647
   43.5596  141.3816
   43.5797  141.3898
   43.6085  141.3816
   43.6210  141.3651
   43.6345  141.3623
   43.6443  141.3496
   43.6678  141.3490
   43.7012  141.3357
   43.7129  141.3353
   43.7219  141.3314
   43.7310  141.3349
   43.7493  141.3468
   43.7586  141.3652
   43.7704  141.3674
   43.7769  141.3734
   43.7895  141.3731
   43.8060  141.3864
   43.8135  141.4073
   43.8229  141.4320
   43.8293  141.4380
   43.8379  141.4689
   43.8326  141.4815
   43.8346  141.4964
   43.8510  141.5060
   43.8604  141.5306
   43.8514  141.5371
   43.8515  141.5483
   43.8616  141.5555
   43.8581  141.5681
   43.8645  141.5679
   43.8646  141.5804
   43.8884  141.6047
   43.9140  141.6191
   43.9250  141.6376
   43.9414  141.6409
   43.9431  141.6347
   43.9504  141.6407
   43.9451  141.6533
   43.9522  141.6432
   43.9704  141.6503
   43.9949  141.6522
   44.0113  141.6644
   44.0340  141.6639
   44.0611  141.6633
   44.0883  141.6627
   44.1154  141.6621
   44.1334  141.6580
   44.1515  141.6576
   44.1606  141.6611
   44.1877  141.6605
   44.2149  141.6599
   44.2421  141.6593
   44.2692  141.6587
   44.2873  141.6583
   44.3116  141.6490
   44.3218  141.6701
   44.3327  141.6824
   44.3509  141.6883
   44.3710  141.7067
   44.3919  141.7138
   44.4075  141.7311
   44.4421  141.7555
   44.4730  141.7675
   44.4965  141.7670
   44.5236  141.7664
   44.5508  141.7735
   44.5718  141.7907
   44.6053  141.7938
   44.6324  141.7983
   44.6596  141.8015
   44.6866  141.7934
   44.7228  141.7877
   44.7409  141.7873
   44.7679  141.7805
   44.7923  141.7736
   44.8264  141.7603
   44.8490  141.7522
   44.8760  141.7441
   44.8814  141.7465
   44.8814  141.7402
   44.8985  141.7335
   44.9345  141.7201
   44.9569  141.7069
   44.9839  141.6937
   45.0109  141.6804
   45.0360  141.6671
   45.0647  141.6487
   45.0961  141.6277
   45.1149  141.6145
   45.1383  141.6013
   45.1634  141.5880
   45.1885  141.5747
   45.2084  141.5742
   45.2265  141.5738
   45.2410  141.5836
   45.2520  141.5987
